City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
387,Coro,VE,83.03,few clouds,11.4045,-69.6734,Federal
388,Miyako,JP,25.11,clear sky,39.6367,141.9525,Hotel Route Inn Miyako
389,Karpogory,RU,4.68,light snow,64.0019,44.4451,Hotel Pinezhskaya Sloboda
390,Ponta Do Sol,PT,60.8,broken clouds,32.6667,-17.1,Hotel do Campo
391,Villa Carlos Paz,AR,82.99,clear sky,-31.4241,-64.4978,Monte Carlo
392,Lac-Megantic,CA,30.0,light snow,45.5834,-70.8823,Motel Le Quiet
393,Kailua,US,71.6,few clouds,21.4022,-157.7394,Sheffield House Bed & Breakfast
394,Ancud,CL,64.4,clear sky,-41.8697,-73.8203,Hotel Arena Gruesa
395,Saint George,US,39.2,clear sky,37.1041,-113.5841,Best Western Plus Abbey Inn
396,Isangel,VU,79.52,overcast clouds,-19.55,169.2667,Volcano Sea View Tree House
397,Northam,GB,46.0,overcast clouds,51.0333,-4.2167,Durrant House Hotel
398,Fairbanks,US,10.4,broken clouds,64.8378,-147.7164,Westmark Fairbanks Hotel & Conference Center
399,Lazaro Cardenas,MX,83.3,scattered clouds,17.9583,-102.2,Collection O Hotel Quinta Antigua
400,Nemuro,JP,22.39,overcast clouds,43.3236,145.575,Hotel Nemuro Kaiyoutei
401,San Lorenzo,PY,77.0,moderate rain,-25.3333,-57.5333,Canarias Hotel
402,General Roca,AR,84.2,clear sky,-39.0333,-67.5833,Hotel El Recreo
403,Borujerd,IR,38.05,broken clouds,33.8973,48.7516,Zagros International Hotel
404,Ishim,RU,14.99,overcast clouds,56.1128,69.4902,Hostel v Ishime
406,Inirida,CO,84.49,moderate rain,3.8653,-67.9239,Fuente del Guania Hotel de Lujo
407,Jiexiu,CN,28.94,clear sky,37.0244,111.9125,IU Hotel Jinzhong Yuhua Road
408,Brandon,US,60.8,scattered clouds,27.9378,-82.2859,Embassy Suites by Hilton Tampa Brandon
409,Rocha,UY,76.14,scattered clouds,-34.4833,-54.3333,Beleza Pura B&B
410,Cap Malheureux,MU,81.0,broken clouds,-19.9842,57.6142,Pereybere Hotel & Spa
411,Ituporanga,BR,81.0,overcast clouds,-27.4144,-49.6025,Hotel Jacaré
412,Port Hawkesbury,CA,43.0,broken clouds,45.6169,-61.3485,MacKenzie House Tourist Home B&B
414,Matay,EG,54.48,broken clouds,28.419,30.7792,Nag Aespen
416,Punta Ocote,HN,68.0,broken clouds,15.2,-87.2833,Raquel Elias
417,Atasu,KZ,18.1,overcast clouds,48.6814,71.6433,Dostyk
418,Mackenzie,CA,32.0,broken clouds,55.2999,-123.1698,Hilton Shop
420,Kerema,PG,79.7,overcast clouds,-7.9631,145.7785,Frena Lodge
421,Vardo,NO,33.8,snow,70.3705,31.1107,Vardø Hotel AS
423,Kuchinarai,TH,60.08,broken clouds,16.541,104.05,โรงแรมแสงชัย
424,Muros,ES,57.0,broken clouds,42.7762,-9.0603,Apartment Av. Castelao
425,Kamien Pomorski,PL,19.0,clear sky,53.9685,14.7726,Mieszko II
427,Brae,GB,44.6,scattered clouds,60.3964,-1.3530000000000002,Busta House Hotel
429,Ruteng,ID,63.86,light rain,-8.6136,120.4721,Hotel FX72 Ruteng
431,Peniche,PT,50.0,broken clouds,39.3558,-9.3811,Hotel Star inn Peniche
432,Breves,BR,88.27,scattered clouds,-1.6822,-50.4803,Hotel e Restaurante Grill
434,Whitehaven,GB,41.0,overcast clouds,54.549,-3.5841,Premier Inn Whitehaven hotel
435,Raisinghnagar,IN,52.79,clear sky,29.5358,73.4492,Sterling Hotel and Restaurant
437,Puerto Carreno,CO,92.53,clear sky,6.189,-67.4859,Casa Hotel Victoria
438,Qaqortoq,GL,26.6,light snow,60.7167,-46.0333,Hotel Qaqortoq
439,Curup,ID,67.95,light rain,-3.4667,102.5333,Ayi The Costel
440,West Bay,KY,81.0,broken clouds,19.3667,-81.4167,Calypso Cove
441,Rio Grande City,US,68.0,scattered clouds,26.3798,-98.8203,La Borde House
442,Huntingdon,GB,41.0,overcast clouds,52.3305,-0.1865,Huntingdon Marriott Hotel
443,Pimentel,PE,80.6,clear sky,-6.8367,-79.9342,Casona Del Muelle
445,Linxia,CN,24.93,clear sky,35.6003,103.2064,GreenTree Inn Linxia Autonomous Prefecture Linxia Oxford River Avenue Express Hotel
446,San Carlos De Bariloche,AR,80.01,clear sky,-41.1456,-71.3082,Hotel Patagonia
447,Wanning,CN,59.18,broken clouds,18.8003,110.3967,Paradise Hotel
448,Mozarlandia,BR,84.04,light rain,-14.7447,-50.5706,Hotel Santa Mônica
449,Olinda,BR,80.6,few clouds,-8.0089,-34.8553,Flat Quatro Rodas Olinda
450,Tomatlan,MX,87.66,few clouds,19.9333,-105.25,Norma franco
451,Poso,ID,77.0,overcast clouds,-1.3959,120.7524,Hotel 77 Poso
452,Saldanha,ZA,78.8,clear sky,-33.0117,17.9442,Blue Bay Lodge
453,Ushibuka,JP,40.55,broken clouds,32.1906,130.0228,Hotei
454,Davila,PH,72.41,scattered clouds,18.4726,120.5763,Blue Ridge Beach Resort
455,Byumba,RW,55.54,few clouds,-1.5763,30.0675,RGC206 [AIRTEL]
456,Scottsbluff,US,39.99,clear sky,41.8666,-103.6672,Hampton Inn & Suites Scottsbluff-Conference Center
458,Auki,SB,78.13,broken clouds,-8.7676,160.7034,Auki Motel
459,Maanshan,CN,36.0,clear sky,31.6957,118.4983,天目湖酒店
460,Mehamn,NO,37.4,broken clouds,71.0357,27.8492,Mehamn Arctic Hotel AS
461,Den Helder,NL,43.0,overcast clouds,52.9599,4.7593,Hotel Den Helder
462,Nouadhibou,MR,77.0,sand,20.930999999999997,-17.0347,El Medina
463,Port-Cartier,CA,30.99,snow,50.0334,-66.8654,Le Q'Artier
464,Christchurch,NZ,57.0,few clouds,-43.5333,172.6333,"Chateau on the Park - Christchurch, a DoubleTree by Hilton"
467,Manchester,GB,44.01,overcast clouds,53.4809,-2.2374,The Gardens Hotel
468,Jaroslaw,PL,16.0,overcast clouds,50.0162,22.6778,Hotel & Restauracja Coloseum
469,Ukiah,US,63.0,clear sky,39.1502,-123.2078,Hampton Inn Ukiah
470,Richards Bay,ZA,74.14,broken clouds,-28.783,32.0377,BON Hotel Waterfront Richards Bay
472,Toamasina,MG,84.2,light rain,-18.1667,49.3833,Hotel H1
473,Yueyang,CN,39.04,clear sky,29.3333,113.0919,Delong Fortune Hotel
474,Pyapon,MM,67.33,few clouds,16.2833,95.6833,Aung Naing Thu Motel
475,Mwingi,KE,68.92,overcast clouds,-0.9344,38.0601,Thorn Tree by The Address
476,Qujing,CN,28.29,overcast clouds,25.4833,103.7833,Yulong Hotel
477,Trinidad,BO,87.8,light rain,-14.8333,-64.9,Hotel Piesta
478,Sortland,NO,30.0,clear sky,68.6949,15.4162,Sortland Hotel
479,Bullhead City,US,66.0,few clouds,35.1478,-114.5683,Harrah's Laughlin
480,Monrovia,LR,87.8,few clouds,6.3005,-10.7969,Sunset Inn
481,Hambantota,LK,76.98,overcast clouds,6.1241,81.1185,Bungalow 63
482,Innisfail,AU,77.25,light rain,-17.5333,146.0333,Moondarra Motel
483,Mogok,MM,53.64,broken clouds,22.9167,96.5,MOGOK HILL HOTEL
484,Arlit,NE,73.38,overcast clouds,18.7369,7.3853,Case de Passage De la Prefecture
485,Alofi,NU,80.29,overcast clouds,-19.0595,-169.9187,Taloa Heights
486,Gulu,UG,76.39,scattered clouds,2.7746,32.299,ACHOLI INN
487,Ambilobe,MG,76.32,moderate rain,-13.2,49.05,Hôtel & Restaurant DIANA Ambilobe
488,Finspang,SE,28.4,overcast clouds,58.7058,15.7674,Hotel de Geer
491,Stornoway,GB,42.8,scattered clouds,58.2093,-6.3865,Caladh Inn
492,Cabo San Lucas,MX,78.01,clear sky,22.8909,-109.9124,Hotel Tesoro Los Cabos
493,Grindavik,IS,33.8,broken clouds,63.8424,-22.4338,Northern Light Inn & Max's Restaurant
494,Petauke,ZM,70.23,moderate rain,-14.2426,31.3253,Newline Lodge
495,Andenes,NO,32.0,broken clouds,69.3143,16.1194,Hotell Marena
496,Manokwari,ID,78.76,overcast clouds,-0.8667,134.0833,Swiss Belhotel Manokwari
498,Sharjah,AE,71.6,clear sky,25.3573,55.4033,Swiss Belhotel Sharjah
499,Rafsanjan,IR,53.4,clear sky,30.4067,55.9939,Rafsanjan Tourism Hotel
500,Khiri Mat,TH,80.01,overcast clouds,16.8333,99.8,ปั้นดินรีสอร์ท สุโขทัย
504,Gwadar,PK,69.06,clear sky,25.1216,62.3254,Sadaf Resort
505,Cervo,ES,54.0,broken clouds,43.6702,-7.4101,Hotel Spa Galatea
507,San Vicente,AR,71.28,overcast clouds,-26.6167,-54.1333,Complejo Turístico Farelluk
510,Mana,GF,81.3,broken clouds,5.6592,-53.7767,LE SAMANA
511,Matagami,CA,12.2,light snow,49.7502,-77.6328,Hôtel Matagami
512,Jumla,NP,40.93,clear sky,29.2747,82.1838,"अन्नी घर, जुम्ला - Anni Ghar"
513,At-Bashi,KG,17.33,few clouds,41.1702,75.8106,Hostel At-Bashy
514,Poum,NC,81.81,light rain,-20.2333,164.0167,Gîte kajeon
515,Chicama,PE,69.8,clear sky,-7.8447,-79.1469,Hospedaje Punta Cana PERU
516,Eyrarbakki,IS,33.8,light rain,63.863,-21.1481,Guesthouse 77
517,Bulaevo,KZ,14.85,broken clouds,54.9056,70.4439,"Игровой клуб ""ДОМ ИГР Z"""
518,Kopavogur,IS,33.8,light snow,64.1123,-21.913,"Radisson Blu Saga Hotel, Reykjavik"
519,Sisimiut,GL,18.23,light snow,66.9395,-53.6735,Hotel Sisimiut
520,Tres Passos,BR,81.0,overcast clouds,-27.4556,-53.9319,Hotel Imperial
522,Nuevo Ideal,MX,58.91,clear sky,24.8875,-105.0728,Hotel Las Águilas
523,Atbasar,KZ,13.98,broken clouds,51.8,68.3333,"The Ritz-Carlton, Astana"
524,Saint-Leu,RE,82.4,few clouds,-21.15,55.2833,La Caz Oceane
525,Banjar,ID,78.8,moderate rain,-8.19,114.9675,The Hamsa Resort
526,San Cristobal,VE,84.2,scattered clouds,7.7669,-72.225,Pirineos
528,Nuzvid,IN,66.61,clear sky,16.7833,80.85,HI-TECH LODGE
529,Makakilo City,US,69.8,moderate rain,21.3469,-158.0858,Marriott's Ko Olina Beach Club
530,Biak,ID,76.03,light rain,-0.9131,122.8766,Penginapan Kim
531,Samarai,PG,82.99,scattered clouds,-10.6167,150.6667,Nuli Sapi
532,San Vicente De Canete,PE,76.1,broken clouds,-13.0751,-76.3835,Hotel Konford
533,Sarka Ghat,IN,44.98,clear sky,31.7,76.7333,College Hostel
534,Kovdor,RU,16.11,overcast clouds,67.5662,30.4758,Derevo Zhelaniy
535,Svetlogorsk,BY,1.71,overcast clouds,52.6333,29.7333,Hotel Svetlogorsk JBIK
536,Telemaco Borba,BR,68.4,light rain,-24.3239,-50.6156,Vespasiano Hotel Telêmaco Borba
537,Dwarka,IN,69.93,clear sky,22.2394,68.9678,Hotel Narayan Avezika Comfort
539,Woodward,US,48.0,clear sky,36.4337,-99.3904,Holiday Inn Express & Suites Woodward Hwy 270
540,Khilchipur,IN,69.28,few clouds,24.0333,76.5667,Hotel Uday Palace
541,Vrangel,RU,12.61,few clouds,42.7297,133.0839,"Отель ""БАЛИ"""
542,Port Hardy,CA,44.6,scattered clouds,50.6996,-127.4199,Airport Inn
543,Resistencia,AR,80.01,light rain,-27.4606,-58.9839,Niyat Urban Hotel
545,Lorengau,PG,82.56,overcast clouds,-2.0226,147.2712,Lorengau Harbourside Hotel
546,Suez,EG,58.1,broken clouds,29.9737,32.5263,Green House
547,Acapulco,MX,84.2,few clouds,16.8634,-99.8901,HS Hotsson Smart Acapulco
548,Devin,BG,30.0,overcast clouds,41.7433,24.4,"СПА Хотел ""Персенк"""
549,Umm Lajj,SA,69.98,scattered clouds,25.0213,37.2685,Moon light Furnished Units
550,Coruripe,BR,83.26,clear sky,-10.1256,-36.1756,Pousada e Hotel Litoral Sul
551,Beyneu,KZ,35.2,overcast clouds,45.3167,55.2,NUR
552,Cockburn Town,TC,80.6,scattered clouds,21.4612,-71.1419,Osprey Beach Hotel
553,Jaumave,MX,66.2,clear sky,23.4167,-99.3833,Hotel Las Guacamayas
554,Doha,QA,69.8,clear sky,25.2867,51.5333,Doha Marriott Hotel
555,Kaura Namoda,NG,77.59,clear sky,12.5898,6.5779,Moonlight Hotel
556,Havoysund,NO,37.4,broken clouds,70.9963,24.6622,Arctic View Glamping & Restaurant
557,La Union,PE,89.13,broken clouds,-5.4,-80.75,Los Portales
558,Tahta,EG,62.6,clear sky,26.7693,31.5021,El Salam Hotel
559,Azacualpa,HN,75.2,broken clouds,15.3433,-88.5514,Guevara
561,Zernograd,RU,18.0,snow,46.8452,40.3083,Gostinitsa Lyuks
563,Nuuk,GL,23.0,snow,64.1835,-51.7216,Vandrehuset
564,Marawi,PH,75.99,overcast clouds,7.9986,124.2928,Derogongan Residence
565,Sur,OM,67.62,clear sky,22.5667,59.5289,Sur Plaza Hotel
566,Junagarh,IN,60.62,clear sky,19.8667,82.9333,Hotel Swagat
567,Lata,PT,53.6,clear sky,40.1629,-8.3327,Casa Maquia
568,Sayyan,YE,49.48,scattered clouds,15.1718,44.3244,متنزه و بحيرة سيان
569,Los Llanos De Aridane,ES,66.2,broken clouds,28.6585,-17.9182,Valle Aridane
570,Payo,ID,73.22,overcast clouds,-3.7508,103.6372,Mess keban agung
571,Popondetta,PG,74.25,moderate rain,-8.7537,148.2534,Timos Transit House
572,Nurota,UZ,42.8,overcast clouds,40.5614,65.6886,Guest House Ruslan Nurata & Tours
573,Kenora,CA,15.8,light snow,49.8167,-94.4337,Maynard Lake Lodge
574,Kushima,JP,30.0,clear sky,31.4583,131.2333,Hanaoka
575,Ponta Delgada,PT,62.01,broken clouds,37.7333,-25.6667,Vila Nova Hotel
576,Natal,BR,86.0,scattered clouds,-5.795,-35.2094,Villa Park Hotel | Natal
577,Haines Junction,CA,17.6,broken clouds,60.7522,-137.5108,Parkside Inn
579,Mangrol,IN,68.68,clear sky,21.1167,70.1167,Hotel The Royal Honours
581,Smithers,CA,32.0,broken clouds,54.7804,-127.1743,Prestige Hudson Bay Lodge
582,Asau,RO,19.4,overcast clouds,46.4333,26.4,Casa Mika Ciobanus
583,Tandalti,SD,78.19,broken clouds,13.0167,31.8667,منزل : الهادي محمد مساعد
584,Vila Do Maio,CV,78.8,clear sky,15.1333,-23.2167,Residence 'I Delfini'
589,Tocopilla,CL,72.72,scattered clouds,-22.092,-70.1979,Hotel Galvarino
590,Fortuna,US,48.2,clear sky,40.5982,-124.1573,Super 8 by Wyndham Fortuna
591,Bundaberg,AU,77.0,broken clouds,-24.85,152.35,Takalvan Motel
592,Biltine,TD,70.84,clear sky,14.5333,20.9167,Hôtel Trois Étoiles de Biltine
593,Hannibal,US,32.0,broken clouds,39.7084,-91.3585,Country Hearth Inn Hannibal
594,The Valley,AI,84.2,few clouds,18.217,-63.0578,CeBlue Villas & Beach Resort
595,Rapid Valley,US,39.0,clear sky,44.0625,-103.1463,Fairfield Inn & Suites by Marriott Rapid City
597,Braunfels,DE,33.01,overcast clouds,50.5155,8.3892,Schlosshotel Braunfels
598,Petropavlovsk-Kamchatskiy,RU,17.6,snow,53.0452,158.6483,"ООО ""Гостиничный комплекс ""Петропавловск"""
599,Saurimo,AO,68.4,light rain,-9.6608,20.3916,Hotel Kawissa Saurimo
600,Viedma,AR,78.01,clear sky,-40.8135,-62.9967,Hotel Cristal
601,Deer Lake,CA,35.6,light rain,49.1667,-57.4316,Holiday Inn Express Deer Lake
603,Solna,SK,10.4,clear sky,49.2231,18.7394,Holiday Inn Zilina
604,Puerto Escondido,MX,80.6,scattered clouds,15.85,-97.0667,Aldea del Bazar Hotel and Spa
605,Salto,UY,77.0,broken clouds,-31.3833,-57.9667,Gran Hotel Uruguay
607,Bonavista,CA,34.0,overcast clouds,48.6499,-53.1147,Abbott's Bed & Breakfast
608,Qui Nhon,VN,70.12,light rain,13.7667,109.2333,Khách sạn Hải Âu Quy Nhơn - Seagull Hotel
609,Petropavl,KZ,13.6,overcast clouds,54.8753,69.1628,Отель GREENWICH
610,Maryville,US,43.0,overcast clouds,35.7565,-83.9705,Holiday Inn Express & Suites Alcoa (Knoxville Airport)
611,Douentza,ML,76.93,scattered clouds,14.9951,-2.9517,Ogomono Doumbo
612,Samarinda,ID,72.95,overcast clouds,-0.5,117.15,Aston Samarinda Hotel & Convention Center
613,Ginir,ET,60.84,broken clouds,7.1333,40.7,Sura Dare Village
614,Ambikapur,IN,54.23,clear sky,23.1167,83.2,STARiHOTEL Ambikapur
616,Rabo De Peixe,PT,62.01,broken clouds,37.8,-25.5833,Quinta das Giestas
617,Okato,NZ,54.0,broken clouds,-39.2,173.8833,Goodin Country Garden
618,Haian,CN,36.0,clear sky,32.5436,120.45,Zhongyang Shanghai Min
619,Bandarban,BD,56.55,clear sky,22.1965,92.2262,Hotel Plaza
620,Jalu,LY,53.28,clear sky,29.0331,21.5482,صاحبة الفخامة
621,Neuquen,AR,84.2,clear sky,-38.9516,-68.0591,Hotel del Comahue
622,Santa Maria,BR,85.77,overcast clouds,-29.6842,-53.8069,Hotel Morotin
623,Hamilton,US,36.0,light snow,39.1834,-84.5333,Six Acres Bed & Breakfast
624,Tapiramuta,BR,81.41,broken clouds,-11.8472,-40.7914,Hotel Santana
626,Huanren,CN,5.77,broken clouds,41.2647,125.3667,Dynasty Wunvshan Ice Chateau
627,Xuddur,SO,80.89,broken clouds,4.1213,43.8894,Banjanay Hotel
628,Xining,CN,16.11,clear sky,36.6167,101.7667,Super Leisure Hotel
631,Jacareacanga,BR,81.79,light rain,-6.2222,-57.7528,Casa do Ian😎
633,Murchison,NZ,49.19,broken clouds,-41.8,172.3333,OFF THE BEATEN TRACK ACCOMMODATION & BIKE HIRE.
634,San Martin,AR,78.8,clear sky,-33.080999999999996,-68.4681,Finca Vivencias
635,Carutapera,BR,86.41,scattered clouds,-1.195,-46.02,Lidera
636,Santa Rita Do Sapucai,BR,75.81,overcast clouds,-22.2522,-45.7033,Carlito's Hostel
637,Hadejia,NG,76.41,few clouds,12.4498,10.0444,Jigawa Rural And Development Authority
638,Stokmarknes,NO,28.4,clear sky,68.5646,14.9108,Vesterålen Kysthotell
641,Sciacca,IT,51.01,overcast clouds,37.5082,13.0881,Hotel Aliai
643,Menomonie,US,28.99,overcast clouds,44.8755,-91.9193,Best Western Plus Menomonie Inn & Suites
644,Havre-Saint-Pierre,CA,28.4,snow,50.2334,-63.5986,Auberge Niapiskau
645,Bobrovytsya,UA,7.0,broken clouds,50.75,31.3833,"Готель ""Трубіж"""
646,Shu,KZ,24.15,scattered clouds,43.5983,73.7614,Shyngyzkhan
649,Orlik,RU,3.18,overcast clouds,52.5178,99.825,Gostevoy Dom Mini Gostinitsa
650,Port Shepstone,ZA,73.58,light rain,-30.7414,30.455,My Den Beachfront B&B And Self-Catering
651,Arkadelphia,US,50.0,clear sky,34.1209,-93.0538,COLLEGE INN MOTEL
652,Liverpool,GB,43.0,clear sky,53.4106,-2.9779,Premier Inn Liverpool City Centre (Moorfields) hotel
654,Gat,IL,55.99,light rain,31.61,34.7642,OlusHome
655,Gimli,CA,10.4,overcast clouds,50.6336,-96.9907,Lakeview Gimli Resort
657,Puri,IN,68.0,mist,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
659,Nkoteng,CM,79.7,scattered clouds,4.5167,12.0333,Sanaga Beach Lodges
661,Lipno,PL,4.75,scattered clouds,52.8444,19.1785,An-Mar
662,Isiolo,KE,70.47,broken clouds,0.3546,37.5822,Gaddisa Hotel
663,Teguldet,RU,12.47,overcast clouds,57.3064,88.1667,Gostinitsa Kedr
664,Santa Maria Do Para,BR,84.76,light rain,-1.3503,-47.5756,Shopping Motel (Adults Only)
665,Atar,MR,75.11,overcast clouds,20.5169,-13.0499,Oumou Elghoura
666,Dubovskoye,RU,19.74,light snow,47.4092,42.7575,Anzhi
668,Bontang,ID,76.14,overcast clouds,0.1333,117.5,KOPKAR Hotel Bintang Sintuk
669,Qom,IR,49.68,clear sky,34.6401,50.8764,Qom Hotel
670,Washington,US,44.01,clear sky,47.5001,-120.5015,"Cashmere Cider Mill Guest Suites, Weddings & Tasting Room"
671,Ixtapa,MX,71.6,few clouds,20.7,-105.2,Container Inn Puerto Vallarta
672,Mangan,IN,56.08,clear sky,27.5167,88.5333,Hotel Mout View
673,Hutchinson,US,44.6,clear sky,38.0608,-97.9298,Hampton Inn Hutchinson
674,Gemena,CD,71.92,broken clouds,3.25,19.7667,Hôtel Goshen
